subject,activity,dataset,set,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
uci_subject_8,climbing_up,UCI_HAR,train,0.13964611,-0.021322566,-0.082665384,-0.22922247,0.2939026,-0.028487815,-0.28945533,0.26160707,0.010845286,-0.21307871
uci_subject_8,climbing_up,UCI_HAR,train,0.23156992,-0.035338614,-0.037535825,-0.23275718,0.33369548,0.13584435,-0.3045525,0.32414747,0.22445743,-0.12325679
uci_subject_8,climbing_up,UCI_HAR,train,0.21039376,-0.055645637,-0.082174463,-0.20460444,0.14448965,0.12494414,-0.28177264,0.1403768,0.14545669,-0.097610051
uci_subject_8,climbing_up,UCI_HAR,train,0.18039614,-0.090742943,-0.071840032,-0.078486623,0.32730763,0.17803216,-0.13643483,0.25601375,0.23789406,0.027582597
uci_subject_8,climbing_up,UCI_HAR,train,0.13238433,-0.0080128338,-0.18776058,-0.043886999,0.30154072,0.027309648,-0.12180728,0.19806734,0.012760875,0.096716065
uci_subject_8,climbing_up,UCI_HAR,train,0.38172772,0.035805424,-0.077523464,-0.010135735,0.23526678,0.086497521,-0.065021507,0.15079243,0.082076662,0.19913986
uci_subject_8,climbing_up,UCI_HAR,train,0.44286369,-0.061275311,-0.12653131,-0.04827638,0.26797074,0.026062578,-0.076743794,0.18838696,-0.0026770384,0.19913986
uci_subject_8,climbing_up,UCI_HAR,train,0.16278092,-0.031742743,-0.14642306,-0.15835334,0.49869699,0.005214511,-0.2084483,0.35541883,0.025924669,0.14676978
uci_subject_8,climbing_up,UCI_HAR,train,0.24088418,0.0015752253,-0.072270961,-0.20568245,0.4436605,0.17540059,-0.25198367,0.30024189,0.26884106,-0.081257274
uci_subject_8,climbing_up,UCI_HAR,train,0.35359955,-0.084295623,-0.077250913,-0.21969117,0.21015184,0.14079457,-0.26796984,0.1508774,0.17556744,0.16645111
uci_subject_8,standing,UCI_HAR,train,0.28343981,0.025317184,0.095227872,-0.91409306,-0.55300172,-0.37151981,-0.92553325,-0.53912392,-0.29276493,-0.80117098
uci_subject_8,standing,UCI_HAR,train,0.25684619,-0.046043575,-0.17668834,-0.97574615,-0.87192439,-0.83085792,-0.97689291,-0.85691607,-0.80478175,-0.9358023
uci_subject_8,standing,UCI_HAR,train,0.28176109,-0.018095793,-0.13759826,-0.99491909,-0.95605621,-0.9231231,-0.99550895,-0.95878889,-0.92419437,-0.9358023
uci_subject_8,standing,UCI_HAR,train,0.27718664,-0.022682687,-0.11838077,-0.99643271,-0.98162,-0.95728282,-0.99673866,-0.98184856,-0.95257095,-0.93927364
uci_subject_8,standing,UCI_HAR,train,0.27584576,-0.0179513,-0.10015508,-0.99755039,-0.99258875,-0.98422206,-0.99783791,-0.99271965,-0.98585392,-0.94416658
uci_subject_8,standing,UCI_HAR,train,0.27726427,-0.015394575,-0.10304259,-0.99836968,-0.9949613,-0.99117252,-0.99849772,-0.99562431,-0.99173709,-0.9448171
uci_subject_8,standing,UCI_HAR,train,0.27986791,-0.014616616,-0.10546753,-0.99889441,-0.99636727,-0.99273619,-0.99889138,-0.99657215,-0.99350645,-0.9448171
uci_subject_8,standing,UCI_HAR,train,0.27694494,-0.016508655,-0.10720186,-0.998669,-0.99525326,-0.98995249,-0.99907852,-0.99631518,-0.99047904,-0.94234195
uci_subject_8,standing,UCI_HAR,train,0.27621366,-0.021643715,-0.12603957,-0.9991247,-0.99182346,-0.97606682,-0.99957062,-0.99090969,-0.97334478,-0.94234195
uci_subject_8,standing,UCI_HAR,train,0.27665659,-0.0197367,-0.12044724,-0.99897763,-0.98677461,-0.96569709,-0.9991766,-0.98480476,-0.96064747,-0.94357346
uci_subject_8,standing,UCI_HAR,train,0.27780382,-0.014410313,-0.098215917,-0.9988037,-0.99170781,-0.98337764,-0.99881316,-0.99055923,-0.98173364,-0.94357346
uci_subject_8,standing,UCI_HAR,train,0.2793114,-0.015430176,-0.10758233,-0.9995333,-0.9928949,-0.98427235,-0.99923974,-0.99287625,-0.98434619,-0.94449389
uci_subject_8,standing,UCI_HAR,train,0.27690193,-0.015680183,-0.10786515,-0.9986556,-0.99185236,-0.98742483,-0.99877087,-0.99185489,-0.98677427,-0.94449389
uci_subject_8,standing,UCI_HAR,train,0.27612396,-0.017559202,-0.10743597,-0.99768174,-0.98961029,-0.98794802,-0.99812613,-0.98995361,-0.98670755,-0.94068717
uci_subject_8,standing,UCI_HAR,train,0.27803496,-0.01747052,-0.10733291,-0.9984973,-0.99464511,-0.98737623,-0.99876231,-0.99449237,-0.98557058,-0.94068717
uci_subject_8,standing,UCI_HAR,train,0.2766658,-0.015881651,-0.10371094,-0.99844977,-0.99987292,-0.98588898,-0.99875976,-1.0,-0.98433209,-0.94373854
uci_subject_8,standing,UCI_HAR,train,0.24527246,-0.014790655,-0.50964494,-0.83473633,-0.36987864,0.29767462,-0.85292096,-0.42308345,0.44349825,-0.90100564
uci_subject_8,standing,UCI_HAR,train,0.34659901,0.036388848,0.0041743148,-0.96847203,-0.77910624,-0.8567515,-0.96598471,-0.76102283,-0.83270454,-0.90100564
uci_subject_8,standing,UCI_HAR,train,0.28799501,-0.024978162,-0.091653013,-0.99433544,-0.96452276,-0.9318879,-0.99511532,-0.9631876,-0.93747319,-0.9326429
uci_subject_8,standing,UCI_HAR,train,0.28474136,-0.01718498,-0.097969969,-0.99277436,-0.96830736,-0.96927116,-0.99355352,-0.97180476,-0.96611336,-0.93213919
uci_subject_8,standing,UCI_HAR,train,0.28008026,-0.015520978,-0.09792507,-0.99057446,-0.96072159,-0.96810494,-0.99066986,-0.96258286,-0.96487905,-0.93213919
uci_subject_8,standing,UCI_HAR,train,0.27479989,-0.01855847,-0.11154034,-0.9941748,-0.96936055,-0.97833233,-0.99426025,-0.97121332,-0.97964394,-0.93994905
uci_subject_8,standing,UCI_HAR,train,0.28156463,-0.015812302,-0.098641793,-0.99545185,-0.98022681,-0.98262419,-0.9961492,-0.97950763,-0.98070774,-0.93860892
uci_subject_8,standing,UCI_HAR,train,0.28342531,-0.016203385,-0.097128225,-0.99704778,-0.97285921,-0.98785117,-0.99747136,-0.97404253,-0.9880223,-0.93860892
uci_subject_8,standing,UCI_HAR,train,0.28589321,-0.016980724,-0.093953622,-0.99208433,-0.92579982,-0.97010609,-0.99390862,-0.93707581,-0.96873305,-0.9258151
uci_subject_8,standing,UCI_HAR,train,0.29745271,-0.010183004,-0.059043818,-0.98953886,-0.920488,-0.94900953,-0.99097255,-0.92629954,-0.94663777,-0.9258151
uci_subject_8,standing,UCI_HAR,train,0.27732183,-0.022631432,-0.10611859,-0.98007165,-0.93968184,-0.86895763,-0.98011009,-0.93706797,-0.84861222,-0.92981521
uci_subject_8,standing,UCI_HAR,train,0.26157879,-0.029301916,-0.14739811,-0.98577595,-0.94535898,-0.92384974,-0.98625412,-0.95299401,-0.91751267,-0.93142919
uci_subject_8,standing,UCI_HAR,train,0.27756883,-0.017125741,-0.10892996,-0.99412975,-0.95747056,-0.96183376,-0.99491266,-0.97076926,-0.96319342,-0.93925751
uci_subject_8,standing,UCI_HAR,train,0.28063963,-0.01551884,-0.1023854,-0.99888618,-0.99236829,-0.98908462,-0.99909411,-0.99182052,-0.98944956,-0.93925751
uci_subject_8,standing,UCI_HAR,train,0.27648259,-0.016651044,-0.10669702,-0.99880666,-0.99210266,-0.99426008,-0.99904244,-0.99176815,-0.99346394,-0.9455122
uci_subject_8,standing,UCI_HAR,train,0.2778773,-0.017284606,-0.10973619,-0.99849856,-0.98868014,-0.99160004,-0.99877298,-0.99205734,-0.99233483,-0.94509745
uci_subject_8,sitting,UCI_HAR,train,0.12998991,0.10483888,0.068729374,-0.89511876,-0.34887692,-0.25699602,-0.89364693,-0.31856863,-0.22158186,-0.93629773
uci_subject_8,sitting,UCI_HAR,train,0.27925289,-0.039839274,-0.15501416,-0.98485379,-0.92419045,-0.88213402,-0.98796107,-0.91250225,-0.86244289,-0.93615627
uci_subject_8,sitting,UCI_HAR,train,0.27746419,-0.014007809,-0.096205623,-0.99260703,-0.97105794,-0.97423779,-0.99307857,-0.97250779,-0.97077941,-0.93615627
uci_subject_8,sitting,UCI_HAR,train,0.27383245,-0.014089347,-0.10834684,-0.99519925,-0.98494899,-0.98253806,-0.9956579,-0.98446242,-0.98355826,-0.94235447
uci_subject_8,sitting,UCI_HAR,train,0.27350894,-0.017701017,-0.10749793,-0.99660932,-0.99443603,-0.98650996,-0.99735295,-0.99392185,-0.9880233,-0.93903601
uci_subject_8,sitting,UCI_HAR,train,0.28426497,-0.018814157,-0.11205534,-0.99348946,-0.99379073,-0.98266817,-0.99371299,-0.9932883,-0.98399496,-0.93748287
uci_subject_8,sitting,UCI_HAR,train,0.28029774,-0.017494642,-0.10947401,-0.99263786,-0.99180219,-0.98044888,-0.99220992,-0.99175273,-0.97872571,-0.93748287
uci_subject_8,sitting,UCI_HAR,train,0.27209205,-0.016631752,-0.10268604,-0.99635782,-0.99295492,-0.98677215,-0.99671435,-0.99204589,-0.98468418,-0.94314151
uci_subject_8,sitting,UCI_HAR,train,0.27373045,-0.015757166,-0.10452709,-0.9966133,-0.9942189,-0.9909422,-0.9970164,-0.99312258,-0.99123194,-0.94314151
uci_subject_8,sitting,UCI_HAR,train,0.27255662,-0.015492912,-0.10426384,-0.99632007,-0.99598068,-0.99423058,-0.99692618,-0.99516521,-0.99528408,-0.93948173
uci_subject_8,sitting,UCI_HAR,train,0.28029859,-0.018718736,-0.11241496,-0.99157493,-0.99277434,-0.98949072,-0.99320446,-0.99338263,-0.98874706,-0.93076645
uci_subject_8,sitting,UCI_HAR,train,0.16655551,0.043005178,-0.045671189,-0.91178124,-0.84983995,-0.86622092,-0.91182175,-0.8456511,-0.84414233,-0.91852677
uci_subject_8,sitting,UCI_HAR,train,0.29228398,-0.0021223225,-0.12172356,-0.97666846,-0.9097911,-0.94312405,-0.98021658,-0.90358236,-0.94701621,-0.9254502
uci_subject_8,sitting,UCI_HAR,train,0.28229276,-0.022769555,-0.096294846,-0.9867374,-0.98440589,-0.93054465,-0.98714287,-0.98366522,-0.92312336,-0.93195689
uci_subject_8,sitting,UCI_HAR,train,0.26790345,-0.015648718,-0.084451368,-0.99415324,-0.9852993,-0.95236735,-0.99471291,-0.98610958,-0.94635287,-0.94016492
uci_subject_8,sitting,UCI_HAR,train,0.27649156,-0.011371509,-0.11128462,-0.99348544,-0.98481224,-0.98180482,-0.99449473,-0.98406995,-0.97969937,-0.93804204
uci_subject_8,sitting,UCI_HAR,train,0.27558898,-0.010688872,-0.10783783,-0.99349096,-0.98318453,-0.97861628,-0.99458455,-0.98363682,-0.97632376,-0.93804204
uci_subject_8,sitting,UCI_HAR,train,0.2760852,-0.013502581,-0.11527053,-0.99527255,-0.98692546,-0.97231632,-0.99616625,-0.98903986,-0.97071304,-0.93748252
uci_subject_8,sitting,UCI_HAR,train,0.27841979,-0.013191022,-0.10548285,-0.99553571,-0.99118408,-0.96192952,-0.99643711,-0.99249169,-0.95732907,-0.93748252
uci_subject_8,sitting,UCI_HAR,train,0.27619895,-0.014081247,-0.093219381,-0.99529702,-0.99019705,-0.97234163,-0.99610728,-0.9909983,-0.96938788,-0.93882785
uci_subject_8,sitting,UCI_HAR,train,0.2745312,-0.014640764,-0.095737957,-0.98410548,-0.9796516,-0.95822985,-0.988486,-0.98054761,-0.95242214,-0.91178622
uci_subject_8,sitting,UCI_HAR,train,0.26420227,-0.0077859627,-0.077829012,-0.97731327,-0.96891035,-0.94929098,-0.98119839,-0.96793889,-0.94514432,-0.91178622
uci_subject_8,sitting,UCI_HAR,train,0.25226433,-0.008669223,-0.057968447,-0.94750865,-0.94517435,-0.91509177,-0.95930775,-0.95215264,-0.91940256,-0.85758958
uci_subject_8,sitting,UCI_HAR,train,0.27082582,-0.013268152,-0.075411508,-0.94100504,-0.94139313,-0.9039332,-0.95169638,-0.94288248,-0.90196151,-0.85758958
uci_subject_8,lying,UCI_HAR,train,-0.4208058,-0.1084352,0.14361353,-0.43116717,-0.4813654,-0.26944461,-0.4262365,-0.46972244,-0.22443088,-0.87431374
uci_subject_8,lying,UCI_HAR,train,0.31565206,0.00016986224,-0.13787352,-0.92413929,-0.90938388,-0.93535589,-0.93231929,-0.90291106,-0.92623278,-0.87431374
uci_subject_8,lying,UCI_HAR,train,0.26665366,0.0041336745,-0.11272459,-0.94936177,-0.86841467,-0.79891555,-0.95525234,-0.86564135,-0.84706257,-0.87944929
uci_subject_8,lying,UCI_HAR,train,0.26511616,0.011963731,-0.12294512,-0.94819073,-0.87457583,-0.74657911,-0.95275014,-0.87631617,-0.74352759,-0.87944929
uci_subject_8,lying,UCI_HAR,train,0.3000749,-0.013427778,-0.11406106,-0.94629051,-0.94174248,-0.82368521,-0.95453388,-0.94834363,-0.8161879,-0.86088505
uci_subject_8,lying,UCI_HAR,train,0.36528714,-0.011731823,-0.11702569,-0.93707384,-0.95578709,-0.89704598,-0.9394519,-0.95620495,-0.90462793,-0.84579022
uci_subject_8,lying,UCI_HAR,train,0.26511027,-0.015065119,-0.10864109,-0.90043288,-0.94365453,-0.90891622,-0.90358113,-0.94501225,-0.91269064,-0.84579022
uci_subject_8,lying,UCI_HAR,train,0.1984492,-0.02610275,-0.096657047,-0.93306974,-0.94696439,-0.90629297,-0.93764241,-0.94841612,-0.90731442,-0.90525616
uci_subject_8,lying,UCI_HAR,train,0.28410204,-0.025082992,-0.10669241,-0.95663895,-0.97298037,-0.94403484,-0.96079088,-0.9748643,-0.95924792,-0.90525616
uci_subject_8,lying,UCI_HAR,train,0.24199202,-0.033678712,-0.095143496,-0.95752909,-0.9682972,-0.97758504,-0.95712011,-0.96347371,-0.97752531,-0.91485227
uci_subject_8,lying,UCI_HAR,train,0.23513076,-0.032625394,-0.095187088,-0.95866896,-0.96259731,-0.97307089,-0.95881784,-0.95958312,-0.97249078,-0.92353814
uci_subject_8,lying,UCI_HAR,train,0.26253473,-0.025469552,-0.10258128,-0.96504539,-0.96769527,-0.98239278,-0.9639894,-0.96573538,-0.98223916,-0.92353814
uci_subject_8,lying,UCI_HAR,train,0.26764216,-0.021929329,-0.10559489,-0.95570869,-0.95352286,-0.97797165,-0.95555005,-0.94903702,-0.97649651,-0.90535432
uci_subject_8,lying,UCI_HAR,train,-0.021257043,-0.15904825,0.08299952,-0.46060101,-0.1107713,-0.079559048,-0.52861221,-0.040607736,-0.061142043,-0.7096217
uci_subject_8,lying,UCI_HAR,train,0.486838,0.036752286,-0.18034055,-0.87974001,-0.81197481,-0.8139584,-0.88929902,-0.80029939,-0.79586043,-0.7096217
uci_subject_8,lying,UCI_HAR,train,0.24183104,-0.041390217,-0.081491222,-0.87503202,-0.85008374,-0.928395,-0.87968418,-0.84899253,-0.93284977,-0.81167029
uci_subject_8,lying,UCI_HAR,train,0.19621687,-0.045141339,-0.089803963,-0.92257942,-0.90137955,-0.95505153,-0.91853067,-0.88557434,-0.95175119,-0.92130417
uci_subject_8,lying,UCI_HAR,train,0.23172431,-0.022969098,-0.10731258,-0.94393306,-0.96285391,-0.98348359,-0.94270565,-0.9617699,-0.98156088,-0.92130417
uci_subject_8,lying,UCI_HAR,train,0.22026139,-0.023718378,-0.10449423,-0.93430332,-0.96230632,-0.98513215,-0.93517208,-0.95899977,-0.9845386,-0.90422082
uci_subject_8,lying,UCI_HAR,train,0.26112462,-0.022178978,-0.10683068,-0.94845377,-0.95937064,-0.99324846,-0.94882912,-0.95722542,-0.99424644,-0.90422082
uci_subject_8,lying,UCI_HAR,train,0.26846403,-0.022460921,-0.10647096,-0.94771819,-0.95249799,-0.99118831,-0.94930618,-0.94992966,-0.99267386,-0.88578747
uci_subject_8,lying,UCI_HAR,train,0.30947248,-0.011217469,-0.11051753,-0.94582974,-0.95474137,-0.98396087,-0.94579763,-0.94941201,-0.98509421,-0.88578747
uci_subject_8,lying,UCI_HAR,train,0.2541938,-0.020371646,-0.10409732,-0.94533759,-0.95239681,-0.98339859,-0.94539246,-0.94779794,-0.98472377,-0.8961807
uci_subject_8,lying,UCI_HAR,train,0.27566952,-0.019273688,-0.10505778,-0.93710277,-0.95373514,-0.98920356,-0.93662042,-0.94862913,-0.98878359,-0.89191562
uci_subject_8,lying,UCI_HAR,train,0.27756612,-0.019823137,-0.10735063,-0.94179405,-0.95405596,-0.99364399,-0.94053948,-0.94754507,-0.99370183,-0.89191562
uci_subject_8,lying,UCI_HAR,train,0.27545819,-0.019437088,-0.11000555,-0.94760629,-0.95643877,-0.99049207,-0.94702578,-0.94995063,-0.99027608,-0.89800242
uci_subject_8,lying,UCI_HAR,train,0.27694629,-0.017410501,-0.11054808,-0.94919358,-0.96228524,-0.98879762,-0.94808956,-0.95756015,-0.9891317,-0.89800242
uci_subject_8,lying,UCI_HAR,train,0.28716981,-0.016163889,-0.1076262,-0.93167769,-0.94931086,-0.98878028,-0.93108681,-0.94564472,-0.98982718,-0.87481192
uci_subject_8,lying,UCI_HAR,train,0.2925287,-0.015111744,-0.10989895,-0.92565049,-0.94006478,-0.99210996,-0.92538605,-0.93506035,-0.99294699,-0.87481192
uci_subject_8,walking,UCI_HAR,train,0.23920811,0.043559735,-0.14256779,-0.14341648,0.43759942,-0.013116737,-0.17133501,0.40301727,0.008697649,-0.043421839
uci_subject_8,walking,UCI_HAR,train,0.31038644,0.010790759,-0.14632751,-0.014823845,0.44035201,0.10726981,-0.049668664,0.39498511,0.16436978,0.29562605
uci_subject_8,walking,UCI_HAR,train,0.31267747,-0.058186408,-0.086047006,0.057200894,0.48502297,0.21892051,0.0054740999,0.37551152,0.28896867,0.32124896
uci_subject_8,walking,UCI_HAR,train,0.26530725,-0.059534322,-0.072578121,-0.0043820161,0.47022774,0.23877384,-0.051688594,0.36300557,0.27922577,0.32124896
uci_subject_8,walking,UCI_HAR,train,0.25326214,0.025633214,-0.11446357,-0.076209097,0.44730228,0.14055915,-0.11284219,0.37149119,0.15721574,0.09070316
uci_subject_8,walking,UCI_HAR,train,0.31484713,0.049366478,-0.14913349,-0.089656291,0.45090528,0.045246581,-0.11902341,0.45581779,0.060264115,0.23498617
uci_subject_8,walking,UCI_HAR,train,0.25044799,-0.025514534,-0.10169382,-0.092421355,0.43457189,0.050165059,-0.12132136,0.42282847,0.077540479,0.23498617
uci_subject_8,walking,UCI_HAR,train,0.29298871,-0.080917583,-0.085219903,-0.10916067,0.48573769,0.14310083,-0.14985976,0.43213389,0.17542007,0.066098267
uci_subject_8,walking,UCI_HAR,train,0.245335,-0.012051301,-0.099968485,-0.14870644,0.54926989,0.17918303,-0.20842985,0.46261305,0.20534242,0.04789611
uci_subject_8,walking,UCI_HAR,train,0.29918984,0.014831296,-0.13612038,-0.14475266,0.50491153,0.15674022,-0.17994447,0.42941945,0.18380379,0.057218831
uci_subject_8,walking,UCI_HAR,train,0.25652445,-0.017428216,-0.12664607,-0.17487422,0.36088433,0.06542584,-0.1936683,0.34418271,0.079854836,0.057218831
uci_subject_8,walking,UCI_HAR,train,0.21123172,-0.012405762,-0.079094973,-0.25827983,0.31221463,-0.028038647,-0.28591374,0.27587918,-0.05364522,-0.10386509
uci_subject_8,walking,UCI_HAR,train,0.20269282,-0.071365235,-0.11959836,-0.15757119,0.40054407,-0.064322979,-0.19635054,0.33901664,-0.046739444,0.010995833
uci_subject_8,walking,UCI_HAR,train,0.26741454,-0.052943682,-0.084038242,-0.072638848,0.54201549,0.09233401,-0.10461847,0.48865804,0.15080545,0.11313139
uci_subject_8,walking,UCI_HAR,train,0.29099099,-0.066843889,-0.11879242,-0.11619349,0.50290222,0.067378748,-0.14957396,0.46129033,0.087179003,0.11313139
uci_subject_8,walking,UCI_HAR,train,0.25965093,0.011959975,-0.10101571,-0.1639374,0.42834147,-0.043870748,-0.17421517,0.42573748,-0.057738401,-0.045514162
uci_subject_8,walking,UCI_HAR,train,0.34688725,0.033245527,-0.14390716,-0.14606109,0.45096837,0.008565547,-0.16066209,0.4037917,0.037055597,0.061361473
uci_subject_8,walking,UCI_HAR,train,0.18340929,-0.022156361,-0.11420365,-0.12387005,0.37323781,0.12387977,-0.15737821,0.29439436,0.12052734,0.061361473
uci_subject_8,walking,UCI_HAR,train,0.28545355,-0.077360921,-0.10981132,-0.077951484,0.56050914,0.238327,-0.1178978,0.41559481,0.20514337,0.15624395
uci_subject_8,walking,UCI_HAR,train,0.28028971,-0.031491933,-0.089899429,-0.086573755,0.67119185,0.20099093,-0.12783481,0.56100767,0.21408501,0.15624395
uci_subject_8,walking,UCI_HAR,train,0.25352171,0.049112582,-0.067726806,-0.099582259,0.43284896,0.11145336,-0.15066953,0.40800621,0.14513628,0.15637769
uci_subject_8,walking,UCI_HAR,train,0.30459947,0.0060922292,-0.14415832,-0.058304902,0.35815787,0.072917201,-0.11283214,0.29763677,0.07692271,0.18231222
uci_subject_8,walking,UCI_HAR,train,0.23221825,-0.041847638,-0.10477933,-0.10716145,0.2645742,0.055612056,-0.13997342,0.20127832,0.015929832,0.18231222
uci_subject_8,walking,UCI_HAR,train,0.35567677,-0.067061524,-0.12487679,-0.25090038,0.31912911,0.032213788,-0.27393951,0.25925,0.016087201,-0.063051936
uci_subject_8,climbing_down,UCI_HAR,train,0.38550289,0.0025941382,-0.034991343,0.14116839,0.2873881,0.011856649,0.095094622,0.14836721,0.038571199,0.41048975
uci_subject_8,climbing_down,UCI_HAR,train,0.19831241,0.0027531692,-0.13460536,0.037670141,0.43817382,0.37985169,-0.066406262,0.26769329,0.11561643,0.49284034
uci_subject_8,climbing_down,UCI_HAR,train,0.17810839,-0.04774373,-0.1660515,0.061816614,0.40329217,0.46166844,-0.05832355,0.36846648,0.23621492,0.49284034
uci_subject_8,climbing_down,UCI_HAR,train,0.34936345,-0.0074595627,-0.11084157,0.083936329,0.65287578,0.30299387,-0.03640102,0.60432217,0.31224157,0.50027115
uci_subject_8,climbing_down,UCI_HAR,train,0.28833934,-0.028646351,-0.087094292,0.1120968,0.59742599,0.24140349,0.019424673,0.51693674,0.26086832,0.50027115
uci_subject_8,climbing_down,UCI_HAR,train,0.29509554,-0.039766486,-0.12193106,0.13999034,0.2839099,0.12901787,0.077090828,0.2521741,0.11012861,0.42178023
uci_subject_8,climbing_down,UCI_HAR,train,0.3525819,-0.049331892,-0.073347147,0.039047448,0.081700096,0.2452707,-0.031032055,0.12569856,0.20843937,0.27615944
uci_subject_8,climbing_down,UCI_HAR,train,0.22019902,-0.046123794,-0.15321124,-0.060377245,0.29890911,0.067249568,-0.15482014,0.26669926,0.059847685,0.25271175
uci_subject_8,climbing_down,UCI_HAR,train,0.29228268,0.0098869995,-0.13629336,-0.061150308,0.34128263,0.15578366,-0.12658761,0.2854157,0.15294815,0.25271175
uci_subject_8,climbing_down,UCI_HAR,train,0.24040235,0.0063608073,-0.12137695,-0.045805412,0.18992978,0.3326641,-0.11470634,0.15777059,0.19527081,0.21013876
uci_subject_8,climbing_down,UCI_HAR,train,0.21694825,-0.063872709,-0.057405541,-0.024034979,0.20846873,0.29405794,-0.094146026,0.18088305,0.14289785,0.21013876
uci_subject_8,climbing_down,UCI_HAR,train,0.37317414,-0.0033502623,-0.047557833,0.071277125,0.15040597,0.12712287,0.03196005,0.15268259,0.094665415,0.3393399
uci_subject_8,climbing_down,UCI_HAR,train,0.36179618,-0.024555824,-0.10247036,0.068292596,0.14813317,0.11307787,0.022298955,0.14496515,0.10029047,0.42222987
uci_subject_8,climbing_down,UCI_HAR,train,0.19184361,0.0047273938,-0.16764776,0.089824887,0.096804496,0.25196187,-0.024860515,0.077111979,0.12430834,0.43314875
uci_subject_8,climbing_down,UCI_HAR,train,0.20397464,-0.013775561,-0.11554438,0.10509115,0.16438193,0.30498387,-0.034295551,0.1277795,0.14120741,0.65921307
uci_subject_8,climbing_down,UCI_HAR,train,0.28263698,-0.031591035,-0.11262381,0.12769187,0.44702593,0.32288441,-0.008108086,0.38122849,0.33270668,0.70267487
uci_subject_8,climbing_down,UCI_HAR,train,0.25687524,-0.0014017515,-0.10242728,0.14128377,0.42996775,0.23114615,0.01670862,0.40167757,0.25544845,0.70267487
uci_subject_8,climbing_down,UCI_HAR,train,0.30561019,-0.016736945,-0.030036114,0.12734882,0.14414905,0.028455133,0.061539903,0.19379518,0.013134432,0.44372054
uci_subject_8,climbing_up,UCI_HAR,train,0.24123973,-0.11546018,-0.029878119,-0.23328537,0.34946418,0.17011988,-0.28265954,0.3419171,0.14066824,-0.2496273
uci_subject_8,climbing_up,UCI_HAR,train,0.12515895,-0.096941077,-0.15316684,-0.16638486,0.3784059,0.080277469,-0.21170399,0.4223855,0.039345725,0.10723276
uci_subject_8,climbing_up,UCI_HAR,train,0.29589236,0.0061894679,-0.066816784,-0.093134184,0.52954699,0.0065732934,-0.13879989,0.58468962,-0.033598584,0.10723276
uci_subject_8,climbing_up,UCI_HAR,train,0.38570533,0.034228414,-0.16980564,-0.079772145,0.45190501,0.15208738,-0.10003164,0.47131536,0.12146058,0.069639585
uci_subject_8,climbing_up,UCI_HAR,train,0.30700515,-0.01171692,-0.19959722,-0.19393352,0.37420064,0.15385817,-0.21964731,0.31811763,0.13562054,-0.15229033
uci_subject_8,climbing_up,UCI_HAR,train,0.19819121,0.0053991478,-0.044101056,-0.23929968,0.37971023,0.062131458,-0.27268914,0.31479257,0.074530891,-0.17652996
uci_subject_8,climbing_up,UCI_HAR,train,0.24277673,-0.044030027,-0.083415724,-0.22838261,0.33237067,0.13519511,-0.25060926,0.32729254,0.14066685,-0.28964354
uci_subject_8,climbing_up,UCI_HAR,train,0.31189883,-0.098977214,-0.11457138,-0.27528881,0.31267053,0.14727708,-0.28768168,0.35958855,0.14441147,-0.28964354
uci_subject_8,climbing_up,UCI_HAR,train,0.080398514,-0.058376367,-0.16388086,-0.22494776,0.53110929,0.42209103,-0.27208941,0.50953908,0.33932319,-0.094753316
uci_subject_8,climbing_up,UCI_HAR,train,0.26894082,0.042153777,-0.18002557,-0.22876919,0.42638817,0.39527037,-0.2530399,0.39378262,0.35366863,-0.21215015
uci_subject_8,climbing_up,UCI_HAR,train,0.41749764,-0.011958649,-0.048973058,-0.234149,0.47670229,0.31988268,-0.28147709,0.41934148,0.27270348,0.01214496
uci_subject_8,climbing_up,UCI_HAR,train,0.25863904,-0.077913002,-0.080723003,-0.29050004,0.53807082,0.31360638,-0.36890491,0.44233515,0.24574171,0.01214496
uci_subject_8,climbing_up,UCI_HAR,train,0.21409844,-0.037375062,-0.14185226,-0.21434763,0.57174892,0.16337009,-0.26913394,0.5134645,0.17083104,-0.026333254
uci_subject_8,climbing_up,UCI_HAR,train,0.33152918,0.053118119,-0.18796974,-0.088090922,0.46405381,0.20531368,-0.14562452,0.49082977,0.240378,0.097248754
uci_subject_8,climbing_up,UCI_HAR,train,0.13336351,0.020698163,-0.25139349,-0.13004602,0.29758829,0.21604648,-0.16224945,0.24903024,0.21933431,-0.093557266
uci_subject_8,climbing_up,UCI_HAR,train,0.28574531,0.010125471,-0.13376992,-0.16830508,0.30540354,0.28827146,-0.18807159,0.27021044,0.32033451,-0.053884001
uci_subject_8,climbing_up,UCI_HAR,train,0.24413345,-0.035862047,-0.018529254,-0.17963535,0.35896219,0.21618595,-0.18150539,0.34595636,0.23496057,-0.053884001
uci_subject_8,climbing_up,UCI_HAR,train,0.32050402,-0.096271378,-0.065100188,-0.14435232,0.38267262,0.11867093,-0.1586369,0.44834236,0.091226554,-0.16837261
uci_subject_8,climbing_up,UCI_HAR,train,0.19870516,-0.020323161,-0.12375466,-0.16960663,0.43380389,0.11002526,-0.18846653,0.49424726,0.12021356,-0.16837261
uci_subject_8,climbing_up,UCI_HAR,train,0.34407712,0.058712913,-0.13827974,-0.22575348,0.39130363,0.13554881,-0.22852775,0.37419376,0.17073499,-0.21452632
